FID,type_fp,type_sk,program,org_phone,distadd,distboro,distzip,dist_location_info,fp_days_orig,fp_hours_orig,sk_days_orig,sk_hours_orig,fp_mon,fp_mon_open1,fp_mon_close1,fp_mon_open2,fp_mon_close2,fp_tue,fp_tue_open1,fp_tue_close1,fp_tue_open2,fp_tue_close2,fp_wed,fp_wed_open1,fp_wed_close1,fp_wed_open2,fp_wed_close2,fp_thu,fp_thu_open1,fp_thu_close1,fp_thu_open2,fp_thu_close2,fp_fri,fp_fri_open1,fp_fri_close1,fp_fri_open2,fp_fri_close2,fp_sat,fp_sat_open1,fp_sat_close1,fp_sat_open2,fp_sat_close2,fp_sun,fp_sun_open1,fp_sun_close1,fp_sun_open2,fp_sun_close2,sk_mon,sk_mon_open1,sk_mon_close1,sk_mon_open2,sk_mon_close2,sk_tue,sk_tue_open1,sk_tue_close1,sk_tue_open2,sk_tue_close2,sk_wed,sk_wed_open1,sk_wed_close1,sk_wed_open2,sk_wed_close2,sk_thu,sk_thu_open1,sk_thu_close1,sk_thu_open2,sk_thu_close2,sk_fri,sk_fri_open1,sk_fri_close1,sk_fri_open2,sk_fri_close2,sk_sat,sk_sat_open1,sk_sat_close1,sk_sat_open2,sk_sat_close2,sk_sun,sk_sun_open1,sk_sun_close1,sk_sun_open2,sk_sun_close2,fp_notes,sk_notes,CreationDate,Creator,EditDate,Editor,GlobalID,lat,lon,address_score,subregion,status,program_type,fp_mon_open3,fp_mon_close3,fp_tue_open3,fp_tue_close3,fp_wed_open3,fp_wed_close3,fp_thu_open3,fp_thu_close3,fp_fri_open3,fp_fri_close3,fp_sat_open3,fp_sat_close3,fp_sun_open3,fp_sun_close3,sk_mon_open3,sk_mon_close3,sk_tue_open3,sk_tue_close3,sk_wed_open3,sk_wed_close3,sk_thu_open3,sk_thu_close3,sk_fri_open3,sk_fri_close3,sk_sat_open3,sk_sat_close3,sk_sun_open3,sk_sun_close3,geometry,geoid,nta2020,id
477,,SK,ST. LUKE'S SENIOR COMMUNITY PROGRAM (SK),(718) 882-3060,"765 E 222nd St, Bronx, New York, 10467",BX,10467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,12:00 PM,01:00 PM,,,open,12:00 PM,01:00 PM,,,open,12:00 PM,01:00 PM,,,open,12:00 PM,01:00 PM,,,open,12:00 PM,01:00 PM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1732006821950,maps.nyc.data,e957d7bf-5834-43f7-b33d-c4c380c91e26,40.88508918457,-73.85920454462,100.0,Bronx County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.85920454462 40.88508918457),36005039600,BX1201,272
478,FP,SK,THE SALVATION ARMY BRONX CITADEL,(718) 665-8472,"425 E 159th St, Bronx, New York, 10451",BX,10451,,TUE,9AM-3PM,"MON,WED,FRI",1-2PM,closed,,,,,open,09:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,01:00 PM,02:00 PM,,,closed,,,,,open,01:00 PM,02:00 PM,,,closed,,,,,open,01:00 PM,02:00 PM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1701162024142,maps.nyc.data,59a981aa-9943-4c85-a69b-96087f6f0970,40.822707289282,-73.913415676874,100.0,Bronx County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.913415676874 40.822707289282),36005014100,BX0301,273
479,FP,SK,ADVENT LUTHERAN CHURCH,(212) 665-2504,"2504 Broadway, New York, New York, 10025",NY,10025,,"SAT (1,3)",10:30-11:30AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,01:00 PM,,,closed,,,,,ONLY OPEN ON THE 1ST & 3RD SATURDAY,2ND & 4TH SATURDAY,1680892750097,rwrenner_nyc,1732093220663,maps.nyc.data,ad04fff1-4c77-4658-83a7-8f389148a81a,40.792761682902,-73.972843286569,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.972843286569 40.792761682902),36061017900,MN0702,274
480,FP,,ANOTHER CHOICE YOUTH AND FAMILY OUTREACH INC,(212) 369-6643,"1765 Madison Ave, New York, New York, 10029",NY,10029,,"FRI/SAT (2,4)",10-11AM/10AM-12PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,11:00 AM,,,open,10:00 AM,12:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONLY OPEN 2ND & 4TH SATURDAY,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,0f18243c-240e-49c3-9953-eba37e5f1812,40.7997968656941,-73.9448087541129,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9448087539885 40.7997968656068),36061018400,MN1102,275
481,FP,SK,BROADWAY COMMUNITY ,(212) 864-6100,"601 W 114th St, New York, New York, 10025",NY,10025,,SAT(4),1-3PM,"M,W,F",10:15AM-2PM,closed,,,,,closed,,,,,closed,,,,,open,02:00 PM,05:00 PM,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,11:30 AM,12:30 PM,01:30 PM,open,10:00 AM,11:30 AM,12:30 PM,01:30 PM,open,10:00 AM,11:30 AM,12:30 PM,01:30 PM,closed,,,,,open,10:00 AM,11:30 AM,12:30 PM,01:30 PM,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1741251635929,maps.nyc.data,1b3b9387-f303-4541-873a-d2e3f1dd64f9,40.806913394857,-73.965059348366,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.965059348366 40.806913394857),36061020500,MN0901,276
482,FP,SK,CROSSROADS COMMUNITY SERVICES INC,(212) 378-0229,"108 E 51st St, New York, NY, 10022, USA",NY,10022,,THUR,10AM-1PM,"M,W,SUN",7:30AM-8:45AM,closed,,,,,closed,,,,,closed,,,,,open,09:30 AM,12:45 PM,,,closed,,,,,closed,,,,,closed,,,,,open,07:45 AM,08:45 AM,,,closed,,,,,open,07:45 AM,08:45 AM,,,closed,,,,,closed,,,,,open,10:00 AM,11:00 AM,,,open,07:45 AM,08:45 AM,,,,,1680892750097,rwrenner_nyc,1745913619641,maps.nyc.data,b7f0edb2-3245-4b06-8cca-3c042f8bd419,40.757344520409,-73.97258170199,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.97258170199 40.757344520409),36061010000,MN0604,277
483,FP,SK,FOOD BANK FOR NEW YORK CITY ,(212) 566-7855,"252 W 116th St, New York, New York, 10026",NY,10026,,WED,12-6PM,MON-FRI,3:30-4:30PM,closed,,,,,open,09:30 AM,03:30 PM,,,open,09:30 AM,03:30 PM,,,open,12:00 PM,06:00 PM,,,closed,,,,,open,11:00 AM,02:00 PM,,,closed,,,,,open,04:00 PM,06:00 PM,,,closed,,,,,open,04:00 PM,06:00 PM,,,closed,,,,,open,04:00 PM,06:00 PM,,,closed,,,,,closed,,,,,1st Saturday in the month - 2nd Saturday if 1st Saturday falls on a holiday.,,1680892750097,rwrenner_nyc,1762592415095,maps.nyc.data,7c2167a1-d001-4bc2-8fa2-4a9152107454,40.80396723971,-73.954981786178,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.954981786178 40.80396723971),36061021800,MN1001,278
484,FP,SK,"FRATERNITE NOTRE DAME, INC",(212) 876-5855,"2290 1st Ave, New York, New York, 10035",NY,10035,,FRI,2-5PM,WED,10:30AM-1PM,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,02:00 PM,05:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,11:00 AM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1688112013482,maps.nyc.data,242c4508-bbd8-4095-9e76-5400c8d9c9f2,40.797059461846,-73.934418714575,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.934418714575 40.797059461846),36061017800,MN1102,279
485,FP,SK,HOLY APOSTLES SOUP KITCHEN PANTRY,(646) 998-6105,"296 9th Ave, New York, New York, 10001",NY,10001,,"TUE,WED,THUR",1:30-3PM,MON-FRI,10:30AM-12:30PM,closed,,,,,open,01:30 PM,03:00 PM,,,open,01:30 PM,03:00 PM,,,open,01:30 PM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,open,10:30 AM,12:30 PM,,,open,10:30 AM,12:30 PM,,,open,10:30 AM,12:30 PM,,,open,10:30 AM,12:30 PM,,,open,10:30 AM,12:30 PM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1733994033916,maps.nyc.data,d9b2a6d4-fc77-4821-a253-8eaf7b5762f5,40.749362116097,-73.998974372632,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.998974372632 40.749362116097),36061009700,MN0401,280
486,FP,SK,IRIS HOUSE,(646) 548-0100,"2348 Adam Clayton Powell Jr Blvd, New York, New York, 10030",NY,10030,,THUR,10AM-3PM,TUE-FRI,12-1:30PM,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,01:30 PM,,,open,12:00 PM,01:30 PM,,,open,12:00 PM,01:30 PM,,,open,12:00 PM,01:30 PM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1733994033916,maps.nyc.data,c8530979-b665-4824-87cf-c47fd6e4704b,40.817088731945,-73.942739681314,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.942739681314 40.817088731945),36061022800,MN1002,281
487,FP,SK,NATIONAL COUNCIL OF JEWISH WOMEN,(212) 799-7205,"241 W 72nd St, New York, New York, 10023",NY,10023,,MON,10:30AM-2PM,WED/SUN,5-6PM/11:30AM-12:30PM,open,09:30 AM,01:30 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,04:30 PM,05:00 PM,,,closed,,,,,closed,,,,,closed,,,,,open,11:30 AM,12:30 PM,,,,,1680892750097,rwrenner_nyc,1754726414227,maps.nyc.data,ede0c25d-1723-4c29-9c88-ee6a7c895a35,40.779399965321,-73.983076165422,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.983076165422 40.779399965321),36061015900,MN0701,282
489,FP,SK,NEW YORK COMMON PANTRY,(917) 720-9700,"8 E 109th St, New York, New York, 10029",NY,10029,,WED-SAT,10AM-2:30PM,MON-FRI,2:30-3:30PM,closed,,,,,closed,,,,,open,10:00 AM,02:30 PM,,,open,10:00 AM,02:30 PM,,,open,10:00 AM,02:30 PM,,,open,10:00 AM,02:30 PM,,,closed,,,,,open,02:30 PM,03:30 PM,,,open,02:30 PM,03:30 PM,,,open,02:30 PM,03:30 PM,,,open,02:30 PM,03:30 PM,,,open,02:30 PM,03:30 PM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,d7e1876b-2d0a-4a02-a517-0f448f5ddc00,40.7958691058661,-73.9491240931438,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9491240935268 40.7958691057926),36061017401,MN1101,283
490,FP,SK,SALEM UNITED METHODIST CHURCH,(212) 678-2700,"2190 Adam Clayton Powell Jr Blvd, New York, New York, 10027",NY,10027,,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:30 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1751616015023,maps.nyc.data,c9cf1090-261d-424f-b7fc-4f33e78511ab,40.811921330547,-73.946516483066,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.946516483066 40.811921330547),36061022400,MN1002,284
491,FP,SK,ST. PAUL'S HOUSE INC.,(212) 265-5433,"335 W 51st St, New York, New York, 10019",NY,10019,,TUE,9:30-10:30AM,"MON,WED,FRI",8-:8:30AM,closed,,,,,open,09:30 AM,10:30 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,08:00 AM,08:30 AM,,,closed,,,,,open,08:00 AM,08:30 AM,,,closed,,,,,open,08:00 AM,08:30 AM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,0e7125ad-f026-4211-a29e-63be1d1daad8,40.7636435799132,-73.9870762610748,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9870762613807 40.7636435798361),36061013300,MN0402,285
493,FP,SK,THE RED DOOR PLACE,(212) 243-5470,"201 W 13rd St, New York, New York, 10011",NY,10011,,TUE,3:30-5:30PM,SAT,12-2PM,closed,,,,,open,02:00 PM,04:50 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,02:00 PM,,,closed,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,641e4c5e-9196-4edd-a53d-18d2acd1ceca,40.738145034172646,-74.00056953262565,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.0005695326256 40.7381450341726),36061007700,MN0203,286
494,FP,SK,THE URBAN OUTREACH CENTER OF NYC,(212) 288-6743,"1745 1st Ave, New York, New York, 10128",NY,10128,,"WED, FRI",9AM - 1PM,TUE,5:30-6:30PM,closed,,,,,closed,,,,,open,09:00 AM,01:00 PM,,,closed,,,,,open,09:00 AM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,open,05:30 PM,06:30 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,99ef7370-1eb4-4f97-a107-5c34ccdc8d2d,40.779771115994,-73.9474898734817,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9474898738703 40.7797711159373),36061015401,MN0803,287
495,FP,SK,"TRINITY'S SERVICES AND FOOD FOR THE HOMELESS, INC.",(212) 228-5254,"602 E 9th St, New York, New York, 10009",NY,10009,,MON-THUR,12:30-1:30PM,MON-FRI,11AM-2PM,open,12:30 PM,01:30 PM,,,open,12:30 PM,01:30 PM,,,open,12:30 PM,01:30 PM,,,open,12:30 PM,01:30 PM,,,closed,,,,,closed,,,,,closed,,,,,open,11:00 AM,12:00 PM,,,open,11:00 AM,12:00 PM,,,open,11:00 AM,12:00 PM,,,open,11:00 AM,12:00 PM,,,open,11:00 AM,12:00 PM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,5c35cc48-bd09-49b5-84d4-94135a7d375c,40.72604923542872,-73.98004065918738,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9800406591874 40.7260492354287),36061002602,MN0303,288
496,,SK,XAVIER MISSION INC (SK),(212) 627-2100,"55 W 15th St, New York, New York, 10011",NY,10011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:45 PM,03:00 PM,,,,,1680892750097,rwrenner_nyc,1761379217571,maps.nyc.data,4746c5cd-887c-4f65-8f34-77b6047d101b,40.737812021159,-73.995505941098,100.0,New York County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.995505941098 40.737812021159),36061005400,MN0501,289
498,FP,SK,CORONA SEVENTH DAY ADVENTIST CHURCH,(718) 429-7050,"35-30 103rd St, Corona, New York, 11368",QN,11368,,MON,9-11AM,SUN,12-2PM,open,09:00 AM,11:30 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,02:00 PM,,,,,1680892750097,rwrenner_nyc,1741766419537,maps.nyc.data,6567692d-dd61-445b-b863-5370178fb504,40.753847440124,-73.864838189382,100.0,Queens County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.864838189382 40.753847440124),36081037900,QN0303,290
499,FP,SK,FIRST PRESBYTERIAN CHURCH OF JAMAICA,(718) 526-4775,"89-60 164th St, Jamaica, New York, 11432",QN,11432,,"TUE(1,2,3,4)/SAT(4)",10AM-12PM/9-11AM,WED,5:30-6:30PM,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,11:00 AM,,,closed,,,,,closed,,,,,closed,,,,,open,05:30 PM,06:30 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,"OPEN 1ST, 2ND, 3RD, 4TH TUESDAY & 4TH SAT OF THE MONTH",,1680892750097,rwrenner_nyc,1733994033916,maps.nyc.data,e8f554ff-dfce-4c88-9fdf-f992d5c2322b,40.705900648938,-73.796373044046,100.0,Queens County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.796373044046 40.705900648938),36081044601,QN1201,291
500,FP,SK,MACEDONIA AME CHURCH,(718) 353-5870,"106-16 Guy R Brewer Blvd, Jamaica, New York, 11433",QN,11433,,MON/TUE,1-3PM/10AM-12PM,TUE,10AM-12PM,open,12:00 PM,02:00 PM,,,open,12:00 PM,02:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,11:00 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1746518428672,maps.nyc.data,82f1922e-add0-48a1-908b-d20844b68b8d,40.69932647082,-73.793446083457,100.0,Queens County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.793446083457 40.69932647082),36081025402,QN1202,292
501,FP,SK,RUSH TEMPLE A.M.E. CHURCH,(718) 529-5719,"119-48 Sutphin Blvd, Jamaica, New York, 11436",QN,11436,,TUE,9-10AM,WED,12-1:30PM,closed,,,,,open,09:00 AM,10:00 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,01:30 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,a65f464d-3b7f-481f-8659-bf69bf6c6632,40.6779620892731,-73.7914318283049,100.0,Queens County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.791328916107 40.6781516412013),36081018402,QN1203,293
502,FP,SK,THE SALVATION ARMY JAMAICA CITADEL CORPS,(718) 297-4860,"90 E 161st St, Bronx, NY, 10451, USA",BX,10451,,"TUE,THUR",10AM-1PM,MON-WED,12PM-1PM,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,01:00 PM,,,open,12:00 PM,01:00 PM,,,open,12:00 PM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1754640015363,maps.nyc.data,e4d9377b-4e87-4a4d-8de6-4ef1c6bbd717,40.827102382121,-73.924509963917,100.0,Bronx County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.924509963917 40.827102382121),36005006301,BX0401,294
503,FP,SK,THE SALVATION ARMY QUEENS TEMPLE CORP,(718) 335-3693,"86-07 35th Ave, Jackson Heights, New York, 11372",QN,11372,,WED,10-11:30AM,MON-FRI,11:30AM-1PM,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,11:00 AM,,,closed,,,,,closed,,,,,closed,,,,,open,11:30 AM,01:00 PM,,,open,11:30 AM,01:00 PM,,,open,11:30 AM,01:00 PM,,,open,11:30 AM,01:00 PM,,,open,11:30 AM,01:00 PM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1746259220186,maps.nyc.data,e221562f-de21-4e74-8c00-1a951a27a354,40.752344522976,-73.880645872038,100.0,Queens County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.880645872038 40.752344522976),36081027900,QN0301,295
504,FP,SK,STAPLETON U.A.M.E. CHURCH,(718) 273-2857,"49 Tompkins Ave, Staten Island, New York, 10304",SI,10304,,"TUE,FRI",10AM-1PM,MON/WED,3-4PM/12-1PM,closed,,,,,open,10:00 AM,01:00 PM,,,closed,,,,,closed,,,,,open,10:00 AM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1746518428672,maps.nyc.data,d2d94354-9d54-446e-a4bb-1566ff841f27,40.623362581536,-74.078756176903,100.0,Richmond County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.078756176903 40.623362581536),36085002700,SI0102,296
505,FP,SK,THE SALVATION ARMY STAPLETON CORPS,(718) 448-8480,"15 Broad St, Staten Island, NY, 10304, USA",SI,10304,,,,,,closed,,,,,open,12:00 PM,01:30 PM,,,open,12:00 PM,01:30 PM,,,open,12:00 PM,01:30 PM,,,closed,,,,,closed,,,,,closed,,,,,open,11:30 AM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,open,11:30 AM,01:00 PM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1742371223732,maps.nyc.data,829b22b0-bcb9-4c94-a9d1-36eca0b3c44e,40.625600766522,-74.075630229726,100.0,Richmond County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.075630229726 40.625600766522),36085002700,SI0102,297
506,,SK,"PROJECT HOSPITALITY, INC. (SK)",(718) 815-0800,"211 Canal St, Staten Island, NY, 10304, USA",SI,10304,,,,"TUE, THUR",12-1PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,752a8099-f89e-4269-9ca3-6e98f6dc16d8,40.62509574956499,-74.07981045268467,100.0,Richmond County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.0798104526847 40.625095749565),36085002100,SI0102,298
507,FP,SKM,OUR LADY OF GRACE PARISH MINISTRY (FP),(718) 645-2120,"2322 E 4th St, Brooklyn, New York, 11223",BK,11223,,"M,W,THUR",11:30AM-3PM,WED/FRI,12-12:30PM/9-11:30AM,open,09:00 AM,01:00 PM,,,closed,,,,,open,09:00 AM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,12:30 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1757491217097,maps.nyc.data,4cbf0b11-12ce-4d7e-9c54-7ec245156cb2,40.593452011511,-73.967335035078,100.0,Kings County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.967335035078 40.593452011511),36047038800,BK1501,299
508,FP,SKM,"UNITED BRONX PARENTS, INC. (FP & SK)",(718) 991-7100,"603 Prospect Ave, Bronx, New York, 10455",BX,10455,,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,open,10:00 AM,12:00 PM,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,open,02:30 PM,04:00 PM,,,open,02:30 PM,04:00 PM,,,open,02:30 PM,04:00 PM,,,open,02:30 PM,04:00 PM,,,open,02:30 PM,04:00 PM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1724140834272,maps.nyc.data,8fc98e4d-98ef-4f1a-b0f0-184b2eba2714,40.81396835894,-73.904070860662,100.0,Bronx County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.904070860662 40.81396835894),36005007900,BX0102,300
509,FPH,,THE COMMUNITY FOOD PANTRY,(718) 960-2262,"1363 Ogden Ave, Bronx, New York, 10452",BX,10452,,TUE/THUR/1ST SAT,10AM-12PM/1-3PM/10AM-12PM,,,closed,,,,,open,10:00 AM,01:00 PM,,,closed,,,,,open,12:00 PM,03:00 PM,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ST SATURDAY ONLY,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,d94de7be-a7f2-47cc-a7c6-cdc66081bd7e,40.84172599522478,-73.92485730998445,100.0,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9248573099844 40.8417259952248),36005020100,BX0402,301
510,FPHA,,BOOM! HEALTH (FPHA),(718) 295-5960,"3144 3rd Ave, Bronx, New York, 10451",BX,10451,,,,,,open,11:00 AM,12:30 PM,,,closed,,,,,open,11:00 AM,12:30 PM,,,open,11:00 AM,12:30 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1715414625809,maps.nyc.data,7f5eb0aa-57e5-4548-a4fc-9954047cd711,40.822232077281,-73.910559711005,100.0,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.910559711005 40.822232077281),36005007100,BX0102,302
512,FPHA,,GAY MEN'S HEALTH CRISIS (FPHA),(212) 367-1200,"307 W 38th St, New York, New York, 10018",NY,10018,,WED,11:30AM-1:30PM,,,closed,,,,,open,11:00 AM,02:00 PM,,,open,11:00 AM,02:00 PM,,,open,11:00 AM,02:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1729929623518,maps.nyc.data,ee8e0c52-671b-43fd-ac70-efd961ad7fef,40.755081507729,-73.992226940576,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.992226940576 40.755081507729),36061011500,MN0402,303
513,FPK,,BENSONHURST COUNCIL OF JEWISH ORGANIZATIONS,(718) 333-1834,"8635 21st Ave, Brooklyn, New York, 11214",BK,11214,,TUE,10AM-4PM,,,closed,,,,,open,10:00 AM,04:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,05dee36c-2e80-4fe6-bc0e-990915a67805,40.6026043792267,-73.9965048124997,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9965048124145 40.602604379133),36047029000,BK1101,304
